Date,Technology,Healthcare,Financials,ConsumerCyclical,ConsumerDefensive,Energy,Utilities,RealEstate,Materials,Industrials,CommunicationServices
02/20/2019,0,0,39506,-33811,33205,-101571,0,64158,0,0,-121985
02/21/2019,0,0,-175632,91009,0,0,100000,0,0,0,0
02/22/2019,194080,362020,-244480,-117361,49598,1323375,0,0,-96772,254180,-32974
02/25/2019,-1224334,-903417,-880092,-479060,-664266,-485777,0,-30162,0,-682613,-423820
02/26/2019,0,0,0,0,-140194,159415,-84482,0,0,0,-31975
02/27/2019,0,0,0,0,0,0,0,0,0,0,67263
03/01/2019,0,0,0,67114,-49450,13345,0,0,0,0,0
03/04/2019,14172004,9994181,73889,28938841,7230716,39550054,-3891046,62040090,-4943537,5375802,64401432
03/05/2019,0,0,57178,-46672,0,44221,0,0,0,-70696,37628
03/06/2019,0,0,0,0,0,33274,0,0,0,0,-41117
03/11/2019,0,-77943,0,-66529,-41110,0,0,0,0,-95157,-31683
03/20/2019,0,0,0,0,0,0,0,0,0,-31146,0
04/01/2019,-159645,309990,-102020,-25389,-35043,-657998,76173,0,-42851,331942,494497
04/02/2019,-33984,-109670,100488,0,33101,164226,0,0,-55369,-66650,86772
04/03/2019,-34450,69687,34319,270589,137450,206563,0,0,-30211,32414,-191662
04/04/2019,-198244,-41340,211919,334415,193316,-31492,0,0,-56820,21249,41395
04/05/2019,107431,-216133,-941581,423495,-383537,430871,1070106,-115676,0,-840529,36879
04/08/2019,-200187,-1131851,984740,265723,-806982,8374769,-247759,-199907,-986187,69965,183388
04/09/2019,-345872,-3027107,-2309441,-257448,-2587931,-1635921,-990959,5494,8506727,-350003,-5672015
04/10/2019,3160017,162750,2153643,-1266745,-1628467,-819285,-105809,282959,541371,4151505,2716060
04/11/2019,812099,-2930076,681456,-3713983,-840037,991624,229013,1964319,1033690,-600938,525416
04/12/2019,-608886,-114926,-2554117,-436207,425843,1526923,-2277004,7142071,2050254,-1845653,1100177
04/15/2019,-956999,-187196,-535448,750679,-497478,-749940,705384,-100738,519860,-586411,455711
04/16/2019,600235,-2989453,1259074,1312177,854584,1163195,-499167,802855,233524,3841992,-367624
04/17/2019,9462335,9074725,2154974,11267036,11314453,10117647,3214855,-2492401,970411,21336909,880944
04/18/2019,6366,-782117,-825379,442976,-176548,2874414,-367051,-118958,-832889,-160839,1068385
04/19/2019,-428419,-924698,-1307979,-1284164,919569,-327452,-82620,-1597959,-1215764,-1039063,326511
04/22/2019,-1710758,-598644,-1178808,-2141927,1939910,-2754178,141480,251081,107198,1256185,1009807
04/23/2019,-668526,-1287457,-10436,-625557,244838,439437,-64738,855346,175857,-2440638,810581
04/24/2019,-7259972,-6819508,-1595627,-308201,1651954,3394836,-486614,-3711999,-5244767,-803915,1619153
04/25/2019,1498065,-7577794,-3619040,-3369666,2275341,1338419,-5157981,1391611,-2819768,1079176,7509013
04/26/2019,6001234,-8123319,17523036,110386,-4637393,31109633,841843,-8620506,-2416559,4342591,-5956165
04/29/2019,1173010,-4149160,-773644,-2963128,1303617,-1513551,-1119503,1742518,-1179029,-6688437,-5111498
04/30/2019,-13308360,-3390494,-7499394,-6598989,-4177795,-12604135,16109984,14153230,1951784,2258181,13114967
05/01/2019,8221839,2130336,-328571,-16531016,2760999,-24466838,-5608121,-5051056,-669482,-6013054,6829240
05/02/2019,-5619906,1073319,-5865558,-4300382,-1391135,-1091705,3631997,2953587,559234,-10607865,3275262
05/03/2019,-7914697,803795,-70302624,-6251823,-7047684,28100499,-1487470,3951208,3143553,-4117175,10691213
05/06/2019,-11162022,5319380,12782506,69048,1817857,13712913,2968885,4803401,-2634921,3381642,2886984
05/07/2019,-777677299,-682481388,-495097478,-314163966,-375656887,-198681815,-114902672,-133656118,-101406454,-383303596,-491462741
05/08/2019,-5361257,2998936,12413385,1905737,15046510,29431995,-477018,-1462208,-10709143,2965487,22349161
05/09/2019,-20712337,-14153772,17581747,35615025,28982826,-40601000,-46842719,46366933,6219257,-20738215,73469799
05/10/2019,-8623524,-12926498,-10277876,-5459252,-341505,34005232,32756615,85855,-10008717,2851352,4311745
05/13/2019,311917061,275857797,75297741,47126306,-5738023,-80918606,34043459,24360189,-37029938,206554037,492223964
05/14/2019,-185744091,-96144633,-122545619,-18182396,-7185995,17469779,-87166193,-1452607,-12342082,-8210987,-25435608
05/15/2019,-129312986,70711976,-196480983,-95737452,1396247,33965273,87117715,68108153,83528497,-33486332,222329331
05/16/2019,7616757,-1205161,2025704,4470813,680320,-19463706,2572031,-559204,-24036,-4721819,3362410
05/17/2019,115427,30512,0,-172543,57683,30400,0,0,71202,58538,-384641
05/20/2019,-2882156,10365610,-1762067,-5296473,-296433,-506563,-6195011,723910,-528799,1915797,10828415
05/21/2019,-225993,-69142,-82203,606243,-27745,0,-32629,0,0,0,163844
05/22/2019,42991,0,0,43802,2293,-40908,0,0,0,0,32000
05/23/2019,-35626,0,0,0,0,0,0,0,0,0,0
06/04/2019,0,0,0,129930,0,0,0,0,0,0,0
06/11/2019,41176,0,0,42142,0,-31174,0,0,0,82923,87482
06/21/2019,0,0,0,34861,0,0,0,0,0,0,0
07/01/2019,0,-295231,4294,16759,-133535,-59009,0,0,35138,357650,76801
07/02/2019,-108277,-372162,0,-3744,133879,378833,-119999,102900,0,40000,0
07/03/2019,0,0,37797,0,-52161,64621,0,0,0,33725,-1084
07/05/2019,-867596,-396780,169991402,-228738,240536,-1344151,217171,207624,148419,-280496,-2862838
07/08/2019,-2761397,-693498,-40339,395198,620615,1873929,-599645,1162120,2208117,1113218,524977
07/09/2019,-286359,89946,-398596,-124762,-2356143,-37687,37072,338725,1080784,691450,1072753
07/10/2019,-3674961,1312387,47197,-485987,-284351,4729561,469948,2793724,-639576,-454314,1265554
07/11/2019,-4101426,101600,179252,793198,-356999,-1492830,-1497100,166973,5929,2235973,532663
07/12/2019,-5351822,-3729315,1090665,789974,-411346,-2018550,188586,931216,319899,-2831740,705871
07/15/2019,-383030,1146344,2511466,-2096834,-420745,3255159,2322261,2343784,120991,528140,-1260543
07/16/2019,23965653,15324717,16576496,13819353,17948878,8422633,1124987,162492,3828951,15417122,10518366
07/17/2019,-2126625,-312820,-619324,-218783,-1954786,-1871596,1089056,-1320747,-210001,-3207516,-1552960
07/18/2019,-2123496,-1735320,-1887854,-1731705,-1314327,-2121982,-208693,-150010,-293730,-645838,-1598876
07/19/2019,134697,1361261,6396522,8369359,-4317671,-4511481,-1433704,-4328206,135552,329615,5448370
07/22/2019,-142470,1347930,35676,-1154466,-1359341,5405897,827944,803364,90294,-103302,158115
07/23/2019,2685714,4385588,-28149,-2114011,-2470714,4067152,-1865609,1939376,2184797,4229297,812800
07/24/2019,-2025186,-1186427,-868237,-1303486,-1647224,-4279054,-1397926,-1312955,654014,1552541,-472395
07/25/2019,-9839134,916848,-742808,687100,-1698483,-2091174,1970140,-334376,917992,-2495855,-1638582
07/26/2019,-685149,-2019004,-774930,-627231,-969961,-282173,-467859,-1979229,987477,785696,-1974729
07/29/2019,2663483,4235233,-1526864,18511702,1492712,1222042,2418088,8094492,4124868,4766697,11826606
07/30/2019,16760708,386316,1111081,-1951265,-18607899,29198161,14918484,-3375484,-13895365,-1697919,4007474
07/31/2019,-8693200,-2383636,-123659,-6052017,-8809381,917651,-4276834,-815477,673838,1765817,4817826
08/01/2019,-7164466,8809654,-3017562,-1468869,1544841,-9290869,1030556,1114911,-1121006,4839733,5016276
08/02/2019,-3062170,265235,-4180870,2818241,-910432,14566243,-2706960,5318465,-2276585,-205456,-22196254
08/05/2019,-123782531,-116014433,-177551013,-107575240,6017939,2318728,-1076013,-826999,-4602205,1443222,-404814546
08/06/2019,-1372023,-31353324,-155152,-4634141,1331018,25027089,8375190,-6318270,4052443,-1208682,21488840
08/07/2019,6886802,-11644303,-18110039,8209735,-20353636,-16572008,2561534,8848918,-11949648,-19722299,-6815705
08/08/2019,-15443839,-13816268,-13763444,16358337,8659206,9314088,966885,-18016930,-2188686,-1126572,-3623955
08/09/2019,-57311197,-23243914,-32817029,-10575072,-15414175,-3658671,549569,3805473,-27277346,-919415,-10592641
08/12/2019,4703609,28761941,-23260680,356408,17549836,-12762210,3002274,-14204122,-14068175,48817346,-678935
08/13/2019,-274999492,-175703131,-72851499,-28514800,-65913306,-3567811,10716585,4585300,-12060364,1068438,-145971664
08/14/2019,-52981948,144384281,-17296751,65693429,89138317,26434484,5250326,307361842,54843881,132822155,-24758103
08/15/2019,264165377,170931190,263300845,161488513,181476733,154273801,88146749,111512102,104034968,220613389,250124941
08/16/2019,6579620,128129970,-2174258,4035612,75799398,1481655,6616503485,2973607,3644855,3446358,73457493
08/19/2019,41370,640450,-53757,223090,379397,112986,223893,-243541,1806103,-122988,706265
08/20/2019,447292,-50866,-508470,325910,335159,355086,-69067,-82461,162055,-48035,1017328
08/21/2019,0,0,0,0,0,-37823,0,0,0,0,0
08/22/2019,102950,-165455,-292800,0,-34349,0,0,0,-372571,150000,0
08/27/2019,242693,-422163,28439,-230056,-95381,-454454,-140525,0,-119812,-1193999,-668403
08/28/2019,0,0,0,0,0,0,0,0,-49483,0,0
08/29/2019,0,-33553,32448,164857,-31138,-45479,-40798,-101416,12557,162484,67915
09/13/2019,0,258895,0,0,0,0,0,0,0,0,0
09/24/2019,0,0,0,0,0,-282300,-62400,0,10197709,0,0
10/01/2019,0,-474062,-157291,213099,-183503,0,0,0,74616,97521,-125605
10/02/2019,2173080,820110,1859245,1456996,57433,2086235,845867,-1837232,421767,894472,1864268
10/03/2019,0,82028,-110903,0,0,38444,0,0,75175,231342,44089
10/04/2019,251463,-25535,186819,0,43475,319089,0,0,0,0,-54534
10/07/2019,467204,949102,-171540854,-78248,560957,71378,-121597,33170,210547,-305264,-82313
10/08/2019,52535,-1100326,-315523,-1216252,530627,2050214,-2210148,-4006660,-649010,-48350,365595
10/09/2019,-318785,27324,-462307,272980,883576,100797,831653,105608,519500,785350,-1703920
10/10/2019,801145,-2501076,-5098330,-618704,-13144262,1518959,93188,-181361,3249586,-1787235,708355
10/11/2019,388304,1783379,-257479,59812,-226130,196671,0,-58000,-15728,2747020,-187922
10/15/2019,-1597721,105494,129742,-934928,-3862863,-1916954,-511170,-208020,-400184,60576,-315437
10/16/2019,3593933,4949813,-609891,4398803,-5936539,5745049,559962,-9719799,-1447655,3217831,-1026342
10/17/2019,2248641,4303380,3085674,-259686,2484640,-4007948,-2536192,1764157,-968541,-3718489,202015
10/18/2019,-2399175,-311893,523180,-233094,-1449915,469289,-163511,-554664,628090,-532669,419712
10/21/2019,27669555,18846524,21608997,13085367,16676079,14041722,6802969,15948896,7731843,12841053,20923030
10/22/2019,-726574,-1147275,-4405506,295183,-699468,1206323,536300,359430,-266916,603043,481776
10/23/2019,-984754,-3907188,-11590921,2573645,-2918182,-6367684,-840986,4017564,-420718,-3445334,-11816137
10/24/2019,-2046214,-35727,-850957,-1176690,242560,-763533,-350556,48145,3553907,31413,-609526
10/25/2019,-138689,-1835081,355025,-3526577,-320015,3190637,-365416,-805762,-1917767,392309,-170534
10/28/2019,-2488640,1480960,-1772100,-2388385,-2524924,1943154,-2240043,-183715,-4157925,-1100980,-4415492
10/29/2019,3786919,3977134,-9616948,-13144519,-3800140,4379092,-46256,-6486857,8659064,10213063,-293268
10/30/2019,2494088,3400082,-7189000,-3648211,-215772,-6302044,-309046,789155,-169918,-2438887,-3170292
10/31/2019,17911229,1015255,-23426466,7814897,11091582,21013849,7531155,10944387,12680000,8909975,-13759069
11/01/2019,-8184306,-2810274,-6971351,-1489630,1278336,5283269,164351,2433155,-22427187,12918873,-11291397
11/04/2019,4490847,2130002,6082962,-3671170,6918085,-2470630,1248291,6314495,-2886644,-6377140,-22774193
11/05/2019,10431058,-4850360,-4971131,12566370,-9592003,12818426,5537519,-10925767,11167212,-2422650,7757045
11/06/2019,-4989916,-2162806,-1106035,5904519,6824636,3533507,473607,-3239807,1443034,-2545467,-273359
11/07/2019,-20918148,-15714244,-41868268,9874758,-13083957,-31135693,-11975247,-5516558,-9451737,-17810249,-1990416
11/08/2019,38179539,-24317075,-17027635,45958961,48400682,81870939,31532389,-933162,-13718643,55734103,77772306
11/12/2019,43973626,21263468,32600052,72970923,54617335,46307000,32057395,30101935,6548705,-6388371,77889876
11/13/2019,-118879002,21404314,-161115088,-42621229,-39091604,-1110167,301794,7827676,-22080403,12520051,-77550807
11/14/2019,-62625405,-167006644,-251027167,-183236456,-151975339,301826142,34993687,-224420727,-62615473,155811110,-29481023
11/15/2019,4371905,-123368801,14157454,5092216,-62747663,5544399,-6615783979,-382845,7583825,-2325454,-56914313
11/18/2019,154189,90538,-333664,-199121,-42318,433732,51817,132339,-34989,0,106211
11/19/2019,181943,-216548,-620299,-27000,-207583,-84200,-445585,-174400,-45800,40962,-128800
11/20/2019,-626731,346586,-346417,-282178,108996,99218,-33474,52578,-581141,-399125,622934
11/21/2019,63622,-31329,36224,-91187,-32345,0,0,85847,56000,15578,-12083
11/22/2019,0,1595078,0,0,0,0,0,0,0,0,0
11/25/2019,-37400,30376,0,0,0,197923,259424,0,0,-117388,-33900
11/26/2019,-18653,-120010,187540,45907,-31000,87186,63197,0,23494,-36765,67446
11/27/2019,658520,176804,318451,3761048,45555,257847,0,0,0,0,0
12/02/2019,0,0,365425,0,0,0,0,0,0,0,-56825
12/03/2019,42000,0,-90000,0,213400,0,0,0,0,0,0
12/04/2019,0,0,0,0,0,0,0,0,0,-53340,0
12/10/2019,71035,0,0,-138066,0,0,0,0,0,0,-11167
12/12/2019,0,4636036,0,0,0,0,0,0,0,0,0
12/20/2019,-252864,0,0,0,0,374616,0,0,0,0,0
12/27/2019,0,0,0,-431394,-125990,0,0,0,0,0,0
01/02/2020,-101000,63900,-51788,-213959,-30018,183617,0,0,35385,-134419,38516
01/03/2020,-32966,0,-33709,0,-69070,180310,0,0,-69260,-31996,0
01/06/2020,572533,137760,-316305,346922,498240,114063,0,30600,0,-87517,33488
01/07/2020,-392889,-94879,-399133,-106092,-143692,130286,-232624,1607650,157932,-269624,-299896
01/08/2020,319959,758374,1343553,-132564,201478,-2150860,-1182683,-1867627,309736,581892,-306520
01/09/2020,-1916834,463614,-505849,460078,-1665598,2519864,-2542561,-2469782,-3652692,1494370,-1083901
01/10/2020,676742,-20494,-2514858,-2626940,-2770783,-481962,156869,35405,-1960881,-1803950,487109
01/13/2020,7223972,-727731,-27471,122406,-39287,-1973634,-112563,205238,480876,771934,1731836
01/14/2020,14322487,7163003,13765776,2305264,7108785,2749808,-920481,-918305,-5638102,7271778,7174234
01/15/2020,105774,1786824,1676128,-654949,-237782,2505961,-32620,-12837,593907,-1315477,-852084
01/16/2020,-550330,-415844,40501,78441,14478,-663962,-293221,0,0,392015,-65478
01/17/2020,-19719628,-6034324,-10914434,-12571676,-10519446,-10161752,-3733004,342181,-3831282,-9955307,-14995934
01/21/2020,692319,1070303,-210539,1171152,238110,-2552,-168802,579239,1462268,443049,1291502
01/22/2020,-2220828,-275666,-246373,618520,-1718819,-1192725,287456,-397509,3881385,-46877,-170712
01/23/2020,-414948,439702,-503269,-292023,-344611,247463,90669,20296,124534,989654,424999
01/24/2020,-28446288,-17514911,-24293746,-13645611,-16371473,-14776260,-5615201,-21393922,-6328171,-17353193,-17686651
01/27/2020,-3201417,629864,2242241,108492,-584117,5113315,2295384,4296562,-323933,-386180,7622792
01/28/2020,150185,-1987165,-7587852,-1323024,-123346,-1036091,-988424,-318246,-18495,2355210,-77286
01/29/2020,1014541,2434545,-7853778,5892999,-2749076,2913804,1250947,886547,474067,2207743,-588604
01/30/2020,14778234,11510530,-443416,-4857273,-7377771,-7892135,949124,289489,1871456,1344298,1760096
01/31/2020,-3527610,4809094,3344721,210501,-395826,468976,98496,10769676,-118265,3400003,3273292
02/03/2020,1637144,4977956,-5967174,-767309,-5728555,4833922,9441372,2242800,3795769,-2075319,7132112
02/04/2020,-15232231,-5111397,-4905134,-10236914,-2635090,-3332242,-1080796,1427276,1137598,-4644547,-1155861
02/05/2020,-41418824,-9015426,-1466038,-461897,-14127368,4671403,9407491,5169519,14260559,-7027961,4116722
02/06/2020,-16387022,32457198,-4854050,3865528,-17202936,100255978,28042301,-22621135,8224225,-6184380,89803
02/07/2020,-10850558,39351788,-23743734,-67335958,-2308375,16426940,-23313260,12975455,-2663512,5682723,-23525407
02/10/2020,9635383,15914084,55403,2050256,24338987,15378494,-5176770,929554,7297480,-7997328,21621912
02/11/2020,-29695191,-28510870,-33395526,-8052718,-1857269,12296101,9083457,-18546307,-30790154,-8590216,-29937989
02/12/2020,-12164879,-59439229,-65612423,-28606542,-5519256,-127345356,-20586694,10061250,-55734583,-54449242,-13905570
02/13/2020,-21114876,113038926,-25265296,57448535,38227556,69235165,40260023,62569140,8732116,30070913,72149953
02/14/2020,-294459283,187054408,-138376270,3374907,-60008892,70437982,32790268,92303283,71899896,129124134,-16923897
02/18/2020,-78747286,18752649,-12755062,-88557468,28791443,13688147,19877855,1689494,-85322608,763034,50775133
02/19/2020,0,101417,0,-4005087,0,-63139,0,84082,0,0,-52824
02/20/2020,-200066,-109841,-67528,-50000,-30356,-139098,0,0,-353671,70050,76519
02/21/2020,763084,2538864,1531293,963655,2573244,3974901,1630787,1389579,1066268,1316950,960978
02/24/2020,47519,158960,-35961,0,198675,76887,0,88650,-86384,-113325,0
02/25/2020,0,40338,-50859,-76352,-52313,100976,91787,30464,-89037,-77428,0
02/26/2020,-722549,327857,46458,330074,-470421,1146548,41355,39033,105166,287842,-68841
02/27/2020,0,0,0,0,0,-37183,0,0,0,0,-43496
03/02/2020,0,37904,-80323,0,0,0,0,0,0,-41935,-290899
03/03/2020,1055530,22255642,-4897583,22304048,3549090,16094522,9818057,34588499,-1009997,13410731,15700472
03/04/2020,92237,0,-67723,0,0,113680,-47681,0,0,0,-39752
03/09/2020,-42559,-37169,185581,243486,-37141,-428713,-238932,0,0,-262928,0
03/23/2020,0,37677,0,111951,0,-48211,0,0,0,-31898,72236
04/01/2020,-156660,142897,-321606,-197705,31239,280956,0,-75985,-80014,-388669,239294
04/02/2020,0,-80666,0,0,0,329163,0,33139,0,0,0
04/03/2020,68529,37130,86930,112850,0,258328,159700,0,0,389895,854266
04/06/2020,-152120,150902,-18837,17505,15910,-236475,208542,471750,-76403,-168310,-23257
04/07/2020,902067,622986,560552,976932,1339988,-418347,-556671,153960,-392131,187622,889403
04/08/2020,-1899681,-351192,438184,204348,6509,3165153,-144240,-36896,-738936,606891,2222204
04/09/2020,1187376,-1991429,-8305490,1137458,610251,-3582081,-823057,-272346,1359798,-1986675,-3775766
04/10/2020,-16350054,-7647152,-17069413,-3559706,-6473249,-2221272,-1544824,67302,-89709,-7385581,-8846807
04/13/2020,-271979,-3173656,1091363,3165475,-3119987,-8838843,1101647,159188,1718125,-4034057,3054480
04/14/2020,-1659681,1543104,-1404073,-4728032,103104,-4616620,-1360713,2988332,-2205446,-835859,356839
04/15/2020,-1024779,5674,-266978,1697302,-460059,-1052560,-129013,84728,-18932,-34545,-63832
04/16/2020,1508750,834142,-2873602,-407113,293385,-2365646,-51626,-2140699,214460,498850,-1815210
04/17/2020,-1621964,-4067298,-904561,-254578,-749628,2820509,-426012,306879,-538992,-2764104,3646598
04/20/2020,296871,1255926,747429,-255170,432061,-2200845,338779,-2330675,-2017162,3964133,-928681
04/21/2020,-635229,662438,-4951528,83011,1051505,-6486146,-191325,-2526398,-1864549,-2551267,-3669717
04/22/2020,-4094812,3283196,-1945133,-763929,40292,1186132,1471503,1034534,1499111,-326356,-1550361
04/23/2020,-3804441,2804414,4917083,-75676,956216,-766019,125815,2579374,-1338296,-323485,4264194
04/24/2020,-192725,-384207,682801,-724354,-791780,-75759,720129,106502,-417175,-1030020,698894
04/27/2020,15791067,13108795,15503700,7891706,10678031,-848544,6757591,34766884,6352307,9059158,14572490
04/28/2020,-21491477,-51336193,-11450674,-1503028,-10371077,4048518,-7618105,-22934736,-4961509,-40815383,-6554946
04/29/2020,-9108130,-10650446,-1725918,-8616536,-10061336,-4546054,-763788,-1004505,-6638649,-10579994,-7397049
04/30/2020,-1722433,6217725,7255150,-1410919,7704142,-17655679,257660,1354028,-1833455,12001940,14843048
05/01/2020,10831520,4273154,-13115860,-32369615,2488573,20053528,4734832,19416656,-12118735,28014474,-23046409
05/04/2020,-11654104,-4301603,-11442651,1800039,-54108737,-10870591,-2183127,-182519,-6212664,2397961,-3292437
05/05/2020,1904717,17885051,2466360,5545553,2979228,13277979,25922,2200519,3158964,-7343713,3464310
05/06/2020,-27383568,-8594725,-19760280,-32126900,1440081,-10859693,-2353996,2475995,5478961,-142399,-32286062
05/07/2020,-18932409,-1140271,4654351,-3349136,-6622478,-6114397,556943,-4216288,-13165365,-7884039,-2349660
05/08/2020,12885820,4010080,-10658787,12176870,11565889,-37982873,6886256,2087902,16030337,13235603,40614088
05/11/2020,3632102,18260968,-65262124,-1080317,-9238776,151978674,15946509,11223910,-9828164,-36580202,19124758
05/12/2020,6350712,12554331,39993784,-1167769,111957799,25039641,-30422268,-7279273,-18089670,-31422639,4007045
05/13/2020,-45107285,-16940845,-35309423,-85980889,-72840585,-170048839,-5150377,-7694987,1563127,11730491,8059132
05/14/2020,-169212861,-606687328,-491803664,-264903864,-1311541799,-440400264,-375386073,-120426111,-75304756,-686949849,-266208260
05/15/2020,-269997828,41916088,-125077862,-110032791,-12465445,-160501980,8828843,59381862,-19830845,-33990892,272704807
05/18/2020,-151719,-376331,832734,-375238,152809,1454270,835676,339133,205286,111312,-2688164
05/19/2020,-19245640,-9082895,-10292456,-8252145,777225,-4223096,7001152,4779057,494561,-14823924,2118617
05/20/2020,-49428,5838130,450951,976429,-528310,-637531,0,-239834,-79123,255588,26253
05/21/2020,441767,679376,-376625,-320541,174206,-152156,-338164,-774102,-165949,-384500,412276
05/22/2020,36988,-119916,196660,-101214,100568,-107973,0,0,0,31390,46649
05/26/2020,-2285560,3510587,1315150,45759,24731,-206916,0,-178791,0,-809846,283962
05/27/2020,248493,212833,184399,-71106,51053,200777,0,0,47000,107635,63028
05/28/2020,6225584,892093,-3762000,934550,-55980,1010958,0,0,0,0,1541358
05/29/2020,0,0,0,62067,0,0,0,0,0,0,0
06/01/2020,0,0,0,0,-50373,0,0,0,0,0,0
06/02/2020,-1931624,-782878,-790137,-1262532,-930787,-1317998,-1398803,-941515,-263744,-570449,-1474675
06/05/2020,-4008516,31863,-199447,170087,306119,69888,0,0,-40338,-121872,-86928
06/08/2020,0,-74765,0,0,0,0,0,0,0,0,0
06/09/2020,-43998,-125189,-199738,-193075,19173,-152220,0,0,-36885,62454,0
06/11/2020,-280650,-191150,-135950,-57300,-90400,-10950,0,37300,0,-123450,-260300
06/19/2020,-73412,130549,0,112331,440371,0,0,37906,0,0,0
07/01/2020,384236,110416,92158,-88113,51825,-191074,-42513,-132850,-56816,-525260,333653
07/02/2020,-597135,-151227,-24502,-893421,-15034,0,39984,21866,0,-72676,146442
07/06/2020,-238989,472390,1949327,-279627,358169,-292235,-859856,2125312,-45763,-105969,967805
07/07/2020,-443097,-322854,-222886,-73954,-7531,23164,-40000,29542,-215313,65973,-83854
07/08/2020,6859581,1975387,-1334149,-1755534,1142541,-688980,-44175,-38889,1292859,1112261,-1111484
07/09/2020,87027,102696,-741419,-11454717,-536153,498385,-695917,174313,-964995,168487,-1557450
07/10/2020,-1534493,-2124266,-3893832,-6907163,-3483385,-1656337,-46738,255650,-3911572,-150056,-5716604
07/13/2020,-491321,-3385752,-3536546,-1450368,-1094677,-1828241,-2842211,3148345,-1384954,1440813,698950
07/14/2020,-190285,1351424,-1057582,57147,572922,-820725,-1660183,-2001292,-589896,506078,-588918
07/15/2020,-2023995,-1149045,-1407719,-53632,-337365,-5084534,-1010381,-813545,1287962,1311159,-1603205
07/16/2020,21980,-2340723,983437,-147521,-418166,-9341579,-156504,-193275,895166,-1011087,-1190803
07/17/2020,2703786,-1525962,-1900882,865703,-9909,76778,612747,16552074,-204779,578686,3461440
07/20/2020,-2572461,1155816,-8276448,-5387672,9091669,-1611155,-4901901,-6967853,-224811,-870469,-4791839
07/21/2020,1479188,4098040,-3818397,4301877,-850521,-918513,245793,-127136,-1617322,-8750130,-4538902
07/22/2020,20856615,1300301,-7249891,-1404937,1442623,19762843,-4594725,1418808,56594,-2574345,2536499
07/23/2020,-817105,110595,-5575010,-494613,547749,-3495591,-291073,-911351,-357891,-5750350,1560712
07/24/2020,-3000254,596586,-1200617,-2615791,-1827661,-49693,123158,-1286005,576449,-1722609,-2119572
07/27/2020,4972820,-514474,-12803507,-5210504,4346726,-7632686,322126,-7526451,-5297216,1017213,325613
07/28/2020,111848,-4733843,-1604793,1968974,4666174,-3392328,-1977446,-5387771,-2671172,-1511258,-8605384
07/29/2020,17920027,19961511,13026909,9109611,66805124,2244850,10925807,10171880,5247561,6474343,25023836
07/30/2020,-1278818,-1383761,66972,-1406897,1502142,-980909,-438355,-593174,-262684,-7762700,-1911997
07/31/2020,-25169806,-15806585,1615197,-23230433,-21814589,-61104535,-2687592,-7645866,-5622071,-3635762,-32256641
08/03/2020,989267,-1077061,-46667,2560628,2908071,7687254,-138343,1291952,-2048570,30972333,1383780
08/04/2020,3113303,-1757438,-5795851,-794799,-2410332,-13223961,-2799257,-2870959,-13194304,-2585482,-1698383
08/05/2020,-6661462,6040783,-20402500,132401,5016989,-46953999,133159,1431139,-535971,-18457411,12432549
08/06/2020,-23738252,-6122742,-4212374,-20672844,-2056081,-7401416,664753,3438542,-10608368,6869041,5838267
08/07/2020,276312,-24399449,-26364480,-74590508,-4277676,-19245417,4636625,11899281,6999756,-11896114,9489530
08/10/2020,-29862375,-33190998,-67977009,-16337101,11153445,-46376425,-8054785,-23493680,-30323601,-12374830,-46165941
08/11/2020,5412191,11296385,-34641039,-1838443,-80385965,-119131863,54567087,35876643,-2182864,-7634202,16495258
08/12/2020,-8229604,-56374890,-37665369,25841626,33715263,-112244924,28969929,-20388536,15745007,-41746419,-37169908
08/13/2020,134829824,-17177994,4051477,77145258,-56878216,-143530829,49386389,10273072,16913513,-169720756,87188895
08/14/2020,-57263969,173772088,-59361715,-207580327,-87408369,-34217406,493294348,-40501219,25462494,192598209,55163967
08/17/2020,10155403,-1947490,-37081666,-742616,-6869652,12326188,-9251764,938533,6285281,-4491476,-6655905
08/18/2020,2288168,1510671,456242,1371497,903956,193634,0,-26283,134447,484055,479537
08/19/2020,0,32350,104606,-41605,-89450,0,0,-114355,66083,39653,-171947
08/20/2020,-216219,-42989,0,119340,0,0,0,-91260,75343,48250,100951
08/21/2020,-453384,-38255,-113569,0,-44086,-146438,-173958,0,0,30585,-53550
08/24/2020,-369208,-61424,-80206,-269106,258785,792930,-97609,-101358,-25741,-310790,51850
08/25/2020,-88617,-65475,0,-125623,0,-34561,0,0,0,0,-56345
08/26/2020,265993,303897,0,-517173,0,0,0,-81326,0,-227459,0
08/27/2020,-106236,-32863,0,0,-310307,0,90000,0,0,-132736,-936
08/28/2020,0,11001,98945,0,0,0,0,0,0,0,0
09/02/2020,138605,245755,346782,-27522,130128,36842,33689,0,0,117733,0
09/04/2020,-1564871,286461,-883581,-1996954,-907440,124125,32950,98452,-92187,-117372,-1483038
09/11/2020,0,0,0,33956,0,0,0,0,0,-52178,0
09/18/2020,156119,122015,126826,56507,95205,184212,0,38565,0,0,146556
09/29/2020,0,0,43621,0,0,0,0,0,0,0,0
10/01/2020,-163264,27870,-144597,21376,-149400,-129580,0,0,65000,-239370,-138161
10/02/2020,-40486,0,0,0,0,0,0,0,0,0,-94826
10/05/2020,1330385,227314,-2168446,-217309,-283770,151329,-1354944,927416,-422358,36967,-120359
10/06/2020,-309608,167600,-185101,-385561,114582,287031,152767,-55143,-384487,-23077,-487862
