Date,Technology,Healthcare,Financials,ConsumerCyclical,ConsumerDefensive,Energy,Utilities,RealEstate,Materials,Industrials,CommunicationServices
04/21/2016,-787308,953556,611667,370840,-930028,449203,-574480,636173,-550,-276274,1399351
04/22/2016,6175195,3596427,1848332,-2675378,886992,-18190604,-1167019,3273846,2538374,-1474278,2500210
04/25/2016,-2088591,-1092669,-2467728,154696,-16099932,-1873013,-261651,-16329,-2413191,828124,-714058
04/26/2016,1061518,3682259,-2669757,2863765,-1001864,2326739,-515312,99544,646475,2742861,-1850594
04/27/2016,2947511,6545094,1055149,-1187455,959649,1768785,867104,606595,-1611129,797805,1800953
04/28/2016,2660265,-375923,2586876,-914796,842051,1510519,-1645702,1579566,-4070834,4062949,761797
04/29/2016,170061,11096290,6042050,11906878,1549832,23875562,4224579,-1381669,160335,-1204959,8991325
05/02/2016,-13144055,-19333071,4853543,-24576873,-37914253,-54336336,-7706242,-31590953,-5427955,-6672959,-32099209
05/03/2016,9106981,-9076376,-10138240,-2960978,1632129,7649549,-4531641,777026,-485651,7774189,-4044592
05/04/2016,27153238,13944640,4067619,10104632,15878026,25242392,8618754,9685879,50213910,17352470,15215813
05/05/2016,-7632058,2495159,-18284674,383933,-3207716,4825802,-1905199,20640797,2841026,-3067105,6912348
05/06/2016,-37622082,4397681,-29576792,-15911042,1962544,31569126,-6311887,-4860482,-13028009,-6091708,3801352
05/09/2016,14369185,2683423,12848556,10849299,-8769488,-16576250,-6046517,1842039,-3478554,-6114433,1591454
05/10/2016,-189159034,-253929033,-253371923,-21343155,-79399838,21014419,-72230354,12319111,-42954240,-143261664,-167988166
05/11/2016,-39402308,13270928,-2610197,-5035450,-17080035,-23033072,6116261,14446608,515296,-49252954,-1809111
05/12/2016,-19039344,-61074082,-6340073,-32571347,80916973,55613898,-8057490,29568210,-19297132,-8355066,-26787025
05/13/2016,-48361629,-6893952,24831605,-15950047,73454183,-21861882,62938840,111492546,35646930,28466394,31313903
05/16/2016,-120978161,47990534,-242963182,-105750472,16448621,296913109,5938760,5605496,-16171449,-72331656,65431812
05/17/2016,371248170,477143678,369956372,269849816,308660858,257281040,121247333,102643464,91851936,321788560,295845578
05/18/2016,625664,139927,1751561,-122366,98990,4914241,-90796,109166,19862,-963540,883787
05/19/2016,224172,-44163,142364,96949,-249945,-330201,-81020,0,0,137327,114675
05/20/2016,698362,319629,-909685,196628,-1540138,608287,484289,-172414,158213,-365697,1598703
05/23/2016,62027791,77200061,57949994,54443016,61165174,35330384,34761751,9154773,16034801,45450713,40753275
05/25/2016,604053,597918,352840,11964,81785,175448,848870,0,-70490,106937,415598
05/26/2016,142360,0,40240,-205213,-31899,63176,0,0,303287,-48909,28470
05/27/2016,-216955,408583,0,-2562771,-44999,-827440,0,0,-285150,-349227,244917
05/31/2016,-3135424,-3065283,-3668647,-2252316,-1074745,32100,-50528,-71697,-355907,-668291,-2258348
06/01/2016,-37793,-178944,0,0,-152968,-33085,-49664,0,-295163,-322046,-227354
06/02/2016,190300,481561,-42011,320653,-32641,-320498,0,68604,0,81866,226388
06/03/2016,0,0,0,0,0,0,0,0,0,-108388,0
06/09/2016,288929,215378,-40208,-159656,94143,96426,0,33751,0,171080,319361
06/20/2016,46327,51895,51071,0,0,0,31524,0,0,0,0
07/01/2016,99425,88700,0,125061,0,-43261,0,0,0,56457,-35000
07/05/2016,2560983,-37938,861500,2881000,-896110,0,-499000,-73000,0,-579040,-167355
07/06/2016,-10896199,-3994312,-9535403,1185704,-2219321,-4591,242164,-579881,-2641139,-4362093,-6346270
07/07/2016,2792196,-1532578,2215557,-62700,20203,5151308,0,-253026,-34959,274741,2065297
07/08/2016,211749,808407,156662,1171896,336936,1295020,345784,505046,-748861,-313323,572605
07/11/2016,-259088,-233263,208964,1584474,-636657,616972,96570,233658,34605,106007,-696565
07/12/2016,-7576702,-2980899,-3506974,13505483,16610238,-74035,-1133200,1226785,-951329,-161828,1512367
07/13/2016,-1074250,-1437553,-525899,1638087,-244742,451616,-781927,1811891,-1412839,-2999223,1082491
07/14/2016,-830997,-3877534,3940751,-2231030,756091,-438429,-4069277,-359406,-7319183,167877,-10114703
07/15/2016,-1094150,-11522315,4923395,1630648,1174550,-6839495,518082,-13435,-2245426,-6915629,-1460912
07/18/2016,-596137,-1583605,174150,-311093,-670107,240725,-280446,68661,91411,-150091,218834
07/19/2016,417336,3687158,-8471394,-2400440,3860378,1151895,-10887669,-979056,8924856,2941387,415883
07/20/2016,-322645,6357348,2169321,-200263,380205,1778757,-260222,-426604,177432,-343187,2701241
07/21/2016,732373,-313131,-771045,-142733,-2338855,-8090050,289618,88181,-923205,-2456019,-747084
07/22/2016,-1743384,1344766,707803,351158,1723816,2476702,4673058,7250900,901025,-1026476,3164613
07/25/2016,2665171,5868553,4237948,13888882,3516888,19346586,398983,7536349,-772108,1352772,4188338
07/26/2016,-1307350,-4919950,12676112,6464816,3249086,6683962,-680125,-768300,-31361,-1514766,6390541
07/27/2016,4096575,-3769809,-11473660,242474,-7712449,-6731692,1002343,-8777002,-1091563,-5052172,3986052
07/28/2016,-11165370,-7615868,-9407853,-2672521,-9321690,6711169,-1664312,-1124395,316980,-8283686,-4338348
07/29/2016,-6075833,440092,-14568173,-823990,-5107249,-19832267,-6994671,-4638264,-4797979,-7690123,-1990013
08/01/2016,-9610670,-16567385,-5644911,-10568046,-23144580,-3551301,-2227523,10845215,-10552638,-13158101,-12225446
08/02/2016,-380384788,-486605331,-379443819,-269618877,-387559494,-261791972,-123684911,-101259851,-95353056,-318030818,-306503912
08/03/2016,20579706,4837068,-11068626,-22662150,3087011,11847519,3222240,5147718,-7241457,1856221,-3688081
08/04/2016,7511452,4168492,7321249,-3056142,6441380,8559127,-3676475,1535013,1278614,-473619,8854412
08/05/2016,-33636648,7858603,-40115371,19535400,-6462774,8650731,-3058517,4518411,2024270,-1824019,-27746225
08/08/2016,61539229,132726506,124579067,-21265388,84334690,102702491,-1534792,-8861553,-4355154,15578507,89138871
08/09/2016,12105006,26631705,17717479,1701543,9672021,-1769310,-11753078,4708650,233773,-3173934,-2917028
08/10/2016,138765686,102153635,152765550,78795498,87007448,141400252,77177415,70107248,39152862,53891926,71703332
08/11/2016,7765552,-95544498,-41205623,-66319544,21854717,61678364,-19516261,57008640,-7146423,-39589557,39125224
08/12/2016,-141683528,-92254942,-198959113,-37689148,-98406270,-112154140,-28433931,5699826,-10091071,-19895378,-10789206
08/15/2016,-110320736,-255091048,-74478753,-15824828,-102896036,-118964391,17264581,-18343203,-9182469,-245632361,-100746399
08/16/2016,12581924,5749571,2486202,9121623,-1445117,7405535,5332467,2759025,2035706,-1865694,9426118
08/17/2016,1617017,1618453,1592653,-178953,935367,274704,1267836,751857,1244633,1293646,-1199806
08/18/2016,-57555,0,0,0,-30769,69264,0,0,0,-63625,-35473
08/19/2016,-7688919,7230393,-2947477,8065314,1415954,5568779,-248317,-232620,345498,340412,220305
08/22/2016,-830646,1474577,-73647,-685501,72243,96795,361633,242421,520650,-344344,298744
08/23/2016,20587,-25731,0,0,125625,281770,102261,77635,6742,-103848,182998
08/24/2016,68905,51700,0,0,-59791,35780,0,0,0,0,0
08/25/2016,-282128,-204234,0,766867,907368,-1953152,-259290,513273,-1517842,-573201,143970
08/26/2016,-335659,-175112,-150177,142196,45367,140955,165425,0,0,-246140,0
08/29/2016,12190,-109546,24324,-226145,0,132140,-55162,-228669,0,134066,221979
08/30/2016,-136603,-2011,-1070728,-248539,-495864,-903984,192005,-128217,-243998,-580690,-61427
09/08/2016,-139258,0,510154,-8202,-1031440,-1104123,0,71993,0,181546,0
09/12/2016,-165757,-39908,-31542,0,0,0,0,0,0,-126156,-41626
09/15/2016,0,0,0,0,0,0,0,-389210,0,0,0
10/03/2016,29950,-403015,589311,355279,206873,-150556,0,-61120,-36523,-18113,-298560
10/04/2016,0,0,-200574,0,85630,0,0,52961,0,-19108,-106800
10/05/2016,8470317,1614775,3094056,898489,3685024,396839,-1160329,-918244,-746658,735270,8985960
10/06/2016,-908848,-209676,-866654,170359,-626898,-636110,202097,-88615,-536006,-1542300,-796524
10/07/2016,1675950,229650,93447,432330,207253,-223968,0,-64282,154408,-2523,-46066
10/11/2016,3630771,-1011063,-1834662,13452352,-1836959,-2091006,-176233,-229065,-1082028,611278,-1028226
10/12/2016,-1058584,-1548744,-1611426,1501790,1222663,4668665,2488715,1527668,-13129996,-3395408,-2503889
10/13/2016,-8894215,-305855,-4923087,-890598,-986293,-244624,10094,-243728,419881,-1752316,69729
10/14/2016,2863474,1213359,-826847,843246,438276,3174242,2436523,5332608,98618,-878057,952834
10/17/2016,135389,-223335,-503941,-580232,679017,4815,282490,-106170,-357809,49327,147510
10/18/2016,584828,1242536,-7323,-794292,1999928,990461,23686,292488,-1748325,516215,719853
10/19/2016,-474988,-3229863,-9053886,-9193653,2220546,1220039,4549400,1329616,1264338,-149236,1985264
10/20/2016,572636,1664579,-2576957,-3251258,751317,5296956,-619114,19987701,-8387024,4683033,-2983727
10/21/2016,-787954,-19157,-10811818,-961017,3589393,1987028,1129669,2217743,1360222,-2924554,2949235
10/24/2016,-6011969,-3644524,-8114796,-4320352,960539,4888468,-758652,-835249,1453432,-2871543,-7875706
10/25/2016,-717461,-84576,540862,-1092579,-918643,-4301440,-900296,-983664,51260,-586161,162030
10/26/2016,-3780197,358164,-5218222,1493871,-1581210,686272,-151422,-650104,469709,-1286416,-4894840
10/27/2016,7891674,5488686,4277177,3253252,3453518,8027546,4201162,7010603,-69873,5201246,1693831
10/28/2016,4381884,-1430708,1185850,-2043944,-421489,934373,-5111853,983638,7093917,-423966,-3664961
10/31/2016,375511,909250,1837330,-1168598,55390026,17417338,-10911787,512829,-9901004,-13977147,11701986
11/01/2016,18482923,-39786725,-6375809,-21059953,-19745279,18065591,4272660,3089970,-320267,-23142490,-14619297
11/02/2016,-8009458,-7854173,-11739154,-2316173,11219195,12950315,2711312,-2075147,-4063780,-4099792,-1934625
11/03/2016,10815378,4992230,10528324,4762176,-11396952,4705062,1313110,7848827,19832307,-11630354,18574710
11/04/2016,-52473070,-14450542,843434,-29254232,-30254639,-30651481,-3683706,-9251887,-11860093,-220426,-43683845
11/07/2016,-10915442,-1805873,-1971940,-1424501,-3164758,-3470045,-2355138,1764381,-13429894,-6659860,-2050872
11/08/2016,-6607259,10727195,51166406,26677160,60423382,40451872,17434983,12656215,710747,-34289301,18098694
11/09/2016,-31205095,7103299,-14771876,6441758,-31451534,48655588,-525132,-6253781,-21954839,-17704173,-25972619
11/10/2016,64284973,-29921514,8146511,-27929673,12367622,94264679,16156184,1424182,-16943720,-23777761,776663
11/14/2016,-296666325,-443797318,-233579698,-242509924,-96708188,-39784505,-71449353,63341964,-56142455,-387741946,-36875283
11/15/2016,-37299585,-8465371,15077459,13144832,-6935415,-15580342,2135809,-2459367,7851324,-10407486,-12348410
11/16/2016,1710947,675010,-715054,-5677,541773,530036,-947229,-978058,21469,-1908193,-269106
11/17/2016,233099,-33442,1341675,-175487,263164,1669789,1106087,118625,-151799,717228,-993050
11/18/2016,466535,-915629,-5614455,240385,785820,331290,-96369,534949,703862,-919037,-534997
11/21/2016,-55275,104267,0,0,0,0,0,0,30850,0,0
11/22/2016,117125,0,0,48500,41001,-194971,0,0,-31533,0,0
11/25/2016,-35194,-33396,-39005,0,0,0,0,0,0,0,0
11/28/2016,0,0,-37377,0,0,0,0,0,0,0,0
11/29/2016,2144,-207739,-95511,-297604,326758,-195480,0,95325,168615,-41935,96365
11/30/2016,-248813,-100747,-106356,-64830,225940,-68937,0,0,0,-178390,-170556
12/01/2016,-147607,-813683,0,-391782,2908183,102016,205316,663609,1189073,-122034,338802
12/08/2016,0,0,0,51181,0,30852,0,0,0,0,0
12/09/2016,0,-38352,-130844,0,-30334,-58358,0,0,0,0,-130701
01/03/2017,-156304,41610,-201820,-175435,-86270,48232,0,0,-111796,-34421,-116015
01/04/2017,-33666,-136715,0,0,-48547,1052629,1356984,527508,30009,0,96831
01/05/2017,-915342,1407819,-2335140,1155298,44804,303222,0,-1363939,451394,0,-151806
01/06/2017,486786,-1630832,-855319,-757382,9269,-194830,162650,0,-34600,-37509,-309848
01/09/2017,-319554,-150502,-9072792,-247174,-1641695,-2148803,-548219,536772,-3154957,-3006255,-324500
01/10/2017,-252101,965755,-1777331,-1450124,12893510,-175114,-2265650,-4165262,-736799,-833450,-1926857
01/11/2017,-474009,-206738,625355,714492,1763777,109236,-79202,-123580,-469689,-27446,-255192
01/12/2017,745238,-1380677,-1432732,-1475419,-6203978,2625160,63120,870906,396987,165933,466952
01/13/2017,584243,-176873,-928606,-255752,156436,401950,-344992,-26788,214727,103472,474412
01/17/2017,-2911506,-1594217,33633,449975,-467525,-54804,-206329,-192814,328685,-1204103,325994
01/18/2017,697413,1228152,3244743,-279366,2810594,688810,-440717,369434,314266,-322567,1226160
01/19/2017,-810200,-1857456,7684459,533464,-191149,-439221,-3580419,-104147,-6680760,2830597,614915
01/20/2017,-8144852,-713998,-1741951,351843,-117155,747205,227397,-743740,243728,-1599314,-1204278
01/23/2017,511933,2795439,-986945,-1646601,2046435,-1700125,-244152,656535,-3868554,-1594303,-3747145
01/24/2017,-7585889,-3758947,-8133013,-2899302,-10839779,10280760,-1795594,-793521,1192819,-2867358,-2772867
01/25/2017,-7792166,1009479,-1570004,228019,-824834,-512870,-78655,-439374,534756,106649,-2133801
01/26/2017,-2118163,-769330,-5571037,-4888476,668749,3275947,1790741,-748560,1097553,-4875157,4030614
01/27/2017,-1408993,-2068829,-2946935,-7692909,-1808384,-4627025,1646070,5898018,-7828167,-6652659,2536884
01/30/2017,2338533,-2793366,7314770,3921178,-9974883,-3315599,-4854941,-7019719,5998301,-118276,3557397
01/31/2017,-6428954,-744818,-7522147,-600251,-7100026,-1712574,561988,-1891330,-1937008,-3032602,-11690877
02/01/2017,7885893,-9175916,-645215,-11429555,28521008,-837262,10013613,-14638086,-1631638,4301428,-2691824
02/02/2017,-18847586,-17075820,14644,415076,-1760726,3619405,-3716804,-2606697,-3149052,-3725182,-10296299
02/03/2017,-30759828,-16800415,5096414,-14297901,16224406,-9893246,2389351,-217037,1498165,-3551376,-26672407
02/06/2017,-9331797,-14972559,-52279000,-45468627,-9826730,15006360,-35024503,4035632,-3961006,-29292853,-43712839
02/07/2017,-8405791,-3865776,-29042209,-3075958,-8320581,1137664,7431694,-1722337,-5957352,-7484033,-1999928
02/08/2017,-1910787,3667987,-7728081,-14575697,-7105134,382012,-2397532,-3391024,-2854187,-12701780,-13829300
02/09/2017,429958075,380925406,538081253,255408813,315871036,276863948,142472188,88301819,134750679,290873911,263471198
02/10/2017,-36783556,-94258688,66659117,-69275616,-15360331,83994482,23179310,22669395,-1758673,-58153502,25376479
02/13/2017,-29292378,-59071465,-65782154,-1173245,41499285,-23290819,36303921,9084586,-701861,-38164317,20014112
02/14/2017,44178854,16736118,156447632,-147029626,74296720,114578046,31631676,8758881,-32417877,-17646991,-122572684
02/15/2017,-77964275,-24880147,111491388,27818414,-50067099,-23263261,-29631365,24550588,10463018,-7446845,-6562521
02/16/2017,-2091058,2820049,6992772,978989,815146,-8408300,-1292103,2327906,-2591276,-419712,2680820
02/17/2017,39399,-84962,38832,180548,680386,0,0,0,0,0,0
02/21/2017,0,0,-258115,-2982953,-164255,-262635,-569175,-208695,-361539,-299292,793836
02/22/2017,195150,118681,-60037,0,54318,0,0,0,0,0,0
02/23/2017,289055,-720610,744747,-321784,-159436,333773,0,380192,-141213,-43760,1733088
02/24/2017,-165348,149400,-64979,0,-325415,1157569,0,0,0,-131540,52947
02/27/2017,-130000,0,0,0,0,-461900,-75000,0,0,0,0
02/28/2017,0,35428,0,4200,78600,37713,0,0,0,-48294,0
03/01/2017,354031,-78212,147239,-92964,-38241,-143742,0,-419900,250259,-4804,-159528
03/02/2017,-1717963,16662609,22616123,-14930333,17191275,27701176,13187970,16843947,27308290,7890957,-25130247
03/03/2017,1804,-276267,82900,-333264,-126929,64810,0,0,0,59320,-263621
03/07/2017,-1857987,-74734,60885,0,0,0,0,0,0,57866,50341
03/09/2017,47500,0,0,-98726,0,31000,0,0,0,0,0
03/13/2017,-23041,0,0,0,-39525,0,0,0,0,0,0
03/23/2017,38400,32694,214996,-47887,-36850,-50891,0,0,102300,0,-72083
03/24/2017,0,59168,-90736,0,0,0,-43499,0,0,0,0
03/27/2017,166261,0,379920,0,0,1051283,0,0,0,0,455923
04/03/2017,10000,232287,34720,-89500,32415,215883,-193459,-42000,0,-144109,38305
04/04/2017,-396028,-139387,-455231,-86278,-327932,-89085,-126850,-298956,150446,-126380,70711
04/05/2017,72162,-124193,-557157,-144268,1006680,1793821,167365,0,-938253,-1525254,4507409
04/06/2017,-5108894,-5537935,-1894181,-2509532,-14996616,-285015,241012,-638185,-8682554,-322919,-5713606
04/07/2017,392812,-1590423,-2167937,790837,-3397701,859190,26768,185468,438809,-1695501,916971
04/10/2017,-406211,-2325390,-2167655,593574,9029374,1387501,-10748,354110,-294822,67975,920771
04/11/2017,2745538,12858652,4487947,1264734,31443640,26583119,4846476,-493982,6227816,1496702,15748124
04/12/2017,-395807,905512,509976,-111005,195088,3667430,-52026,85468,7514382,59,2281918
04/13/2017,-219199,-304829,13303,-217759,-438722,-189033,0,0,18489,845904,451570
04/14/2017,-38614,-885000,0,-33896,0,0,-50561,42870,36818,-175041,145708
04/17/2017,-1470553,-122966,-613634,422660,-232594,557786,-259829,-30594,-64611,-535476,1264897
04/18/2017,-125665,-14383,-322255,380517,-20887,188490,-32431,282822,-8730,-210793,2627386
04/19/2017,8887405,-1498162,-485461,3865,-268371,1109354,1125324,-93097,681840,-907519,3372475
04/20/2017,-650867,3426255,-2277120,4735380,1741387,-2289013,5327976,3469017,4988052,-4021109,6286564
04/21/2017,-4414126,-355647,-2997756,-344696,-1850832,281986,-566148,-334323,1634535,-218310,7716381
04/24/2017,776079,-1734256,-807820,-5159439,3114488,-974298,363491,-497879,-2320205,-685672,1867536
04/25/2017,-7755849,-2777858,-152515,1393258,-6287623,4457982,-3284036,-3111262,-4236171,-15640267,34213983
04/26/2017,-5519616,-2777331,-2944809,2007987,320236,12864058,-758498,-5181062,3033225,-201375,13789008
04/27/2017,-915715,29664,452395,-710013,-993569,-7148470,2949758,-788473,-4398349,-672866,115590
04/28/2017,34030,8128534,20110390,5100818,10599060,-8862348,13362852,7667887,1011051,-5372366,54240579
05/01/2017,-23732837,-5103770,-24064210,-4046321,-3095159,2184370,-2228937,-905183,3355731,-11271334,7252207
05/02/2017,-7196558,-2746049,10589666,363363,-3447093,-258722,3964970,-4747309,-3321016,5081953,25201452
05/03/2017,46445225,-2161381,23275654,3309805,19452892,-31921051,8605741,18284032,12070534,7391536,65339534
05/04/2017,36457410,20287993,14559889,21935934,26652495,21715071,7505098,13180230,8192300,16578015,46813133
05/05/2017,13782821,9274849,1266429,19053305,19226601,86407881,5645028,5059938,4078322,4172597,59171207
05/08/2017,-23162747,-5793914,-22896904,3655825,2445962,29280655,-3959536,-653299,1137035,7735909,16830057
05/09/2017,-5050342,-12732163,-20840003,-2639749,1365550,12358913,-6250626,-644809,-3648317,1282928,7713502
05/10/2017,-31637186,-28707132,-49313771,-8248576,-28785834,35046669,17413788,-16459716,-16681946,8572735,46144200
05/11/2017,-85874659,-98742402,-31090238,5464720,-37293065,9785983,-459412,-39058876,13038503,-60448551,188542850
05/12/2017,2431438527,2070343484,2265973088,1368024945,1739292183,1738446889,973154657,1021044022,754265318,1461701112,2339423065
05/15/2017,-106863235,-59037814,-49775568,43503173,-46895395,242436511,-56783364,-10950560,-62514398,-88779320,580253697
05/16/2017,18293835,-37884202,32923448,5073789,-28509376,5672897,-13915114,-17864074,-9048492,-5359446,9371881
05/17/2017,302179,-222939,-133220,-488522,-286707,-262,0,-63372,46256,-246098,302474
05/18/2017,1238477,835676,-7430059,919499,433200,5559809,34690,0,-496800,73200,324596
05/19/2017,-430745,-369282,-691724,-182378,-62122,-498754,0,-30069,142212,-204958,-493295
05/22/2017,0,56200,79000,161300,0,195000,0,0,0,0,0
05/23/2017,0,0,0,-36264,0,0,0,0,0,0,58823
05/24/2017,-195504,-94285,-69938,-32948,-64209,-35057,0,0,0,-133052,62196
05/25/2017,12432,-71570,68770,-391117,-145119,149216,32448,130089,-72300,-648114,209859
05/26/2017,0,0,0,-179600,0,464207,0,0,0,0,0
05/30/2017,-11628690,-8356468,-2219532,-563452,-1802450,-466555,257998,-41235,-596222,-1085302,-21935
05/31/2017,-40847,0,0,0,0,0,0,0,0,0,-22055
06/01/2017,-208871,-340716,0,-215623,0,-432040,0,0,0,-46982,-61403
06/05/2017,-159758,-132025,-55234,0,-154002,-789249,0,-350051,-139524,-80552,-167101
06/06/2017,-99927,0,32418,-176780,0,-32702,-52804,0,0,0,-32501
06/27/2017,0,0,0,0,0,-517561,0,0,0,0,0
06/29/2017,0,0,0,0,1800728,0,0,0,0,0,0
06/30/2017,-66256,-33601,0,-10403,-141546,74688,0,0,0,46594,0
07/03/2017,-140962,-63568,99296,-22596,-116079,0,0,0,0,-375597,50204
07/05/2017,-1534214,-134025,-60775,341925,26025,-90175,126000,0,-107475,-187775,-1757880
07/06/2017,9837208,-325941,427765,1486416,190954,-151570,-127372,-188307,200000,-326580,941890
07/07/2017,-235558,-655745,-767,263741,-653060,121080,0,-6798,71060,229358,142869
07/10/2017,-587721,-515103,571841,-953928,-612100,-1667194,-4829876,-777136,-2653448,1198657,-1822620
07/11/2017,1636116,4463100,-20360945,555369,-5077637,9158919,-3681700,4918092,1761526,-257368,-6637418
07/12/2017,1381210,-1357672,-4508630,-3978822,3854419,2772769,733468,420622,3866888,-370901,-7174253
07/13/2017,-1726956,6869040,-28149122,3735552,-6770929,-2614439,411366,106470,367724,-6295616,-493034
07/14/2017,5530279,2173548,3734922,2006626,2330474,5208235,1191721,1092436,1104533,2271898,3214666
07/17/2017,-160716,908392,1268571,3350741,-736209,1524549,-857212,655732,1120060,403623,2401573
07/18/2017,-2167473,-430725,405226,4989136,1754515,-7551216,-172417,229987,431214,976223,-253267
07/19/2017,-3169870,807778,-1975958,1439044,-858601,-1516339,-8879,794552,1781741,-909394,-826008
07/20/2017,-2321950,-3180770,-448395,3250480,-4444178,-633447,86961,-717475,-306753,-2533851,-10419846
07/21/2017,-4786936,-10462496,172069,-4930145,1717820,2413836,852569,-5063378,1699972,-1744484,1536442
07/24/2017,-3350898,-3079042,-1276084,2111114,3358787,-1967288,-2190169,1302703,-736943,898920,-2687051
07/25/2017,-2864226,-7145114,-21504581,-8015438,-16777098,1209666,-3914919,4522483,507536,-4944991,-12614083
07/26/2017,-3659188,-490383,1159804,1072970,5746866,1077328,-506279,114704,4156683,-1807095,5120911
07/27/2017,13060505,22815553,1710853,21020899,11435024,32926435,1221634,2430049,7724035,7587606,18429258
07/28/2017,-364709,-7937180,2106489,556715,-2296648,-104571,27610,-1080921,3924215,-7666688,-8179112
07/31/2017,-658965,1266585,1542625,-4270104,5625078,673627,6562,1083979,2338201,-359498,-145442
08/01/2017,8245945,12343536,6141514,-3656832,-108175,13275027,-7770794,439498,7081191,4803688,5835782
08/02/2017,14888167,-8654948,34349401,-6410704,7511916,-10043611,3911118,6304411,-910359,21167962,-5349476
08/03/2017,-51936119,-23322621,-16821539,3635805,-74821630,-4668347,-1521465,6733555,-3625491,-18237732,-16935664
08/04/2017,-15854201,-6528006,4164024,-23048232,8108087,5137986,-1715122,4209261,-4288816,10456901,-5061383
08/07/2017,1804826,-1851450,-13001234,1900006,-496147,1526569,-533294,12929558,-3045654,4286189,-4017397
08/08/2017,-776959,12897108,8717264,7065952,8077230,17808861,7662841,9656448,5608286,11684503,11731599
08/09/2017,-47141299,3809363,-32544707,-3420990,8288057,8804910,-5013854,-5179030,-23191428,-4475706,-10791546
08/10/2017,-9737172,22284862,-134441533,13680514,-24808968,88188283,17195649,39358282,-13837029,55549847,-7445173
08/11/2017,88807664,48059478,18479618,-61015721,61446001,112238880,50521539,-9240967,14215491,37629557,38539730
08/14/2017,34679860,-156676242,-38987134,-96776075,-51612202,10851147,-10362104,1748045,-49533083,-51492706,-178657962
08/15/2017,8135812,5044955,-14102046,6029280,-3206912,9474540,2788273,-933958,-3530052,30726238,22340703
08/16/2017,-164193,-512540,242927,1097201,-2106407,2796561,178117,21624,324755,3677078,-294078
08/17/2017,-11319900,-1623199,-13005530,-13423406,-2049115,-903737,428101,-1968384,-1824704,-1938566,-3898521
08/18/2017,3667960,1721400,-23405280,-1361129,3040326,-43128186,708153,-475784,11071045,-4979538,-3317023
08/21/2017,-84043,-140255,-237259,-80353,22327,174058,0,0,31405,98255,-161551
08/22/2017,106251,851006,-218068,0,376055,236171,0,0,0,0,68059
08/23/2017,-437372,-20325,67633,-113411,-83469,0,0,0,-114783,12688,-230682
08/24/2017,186845,0,0,0,-136118,-727437,0,-32073,-385989,51225,-140781
08/28/2017,0,-34685,0,0,0,0,0,0,0,0,0
08/29/2017,-1195216,-751388,-541609,-689296,-528735,-460378,-105439,-266243,-371515,-618208,-645898
08/30/2017,49060,0,0,0,0,0,0,0,0,0,0
08/31/2017,40487,45777,-43813,0,33937,30024,30420,0,0,0,119145
09/12/2017,0,0,0,-42875,0,0,0,0,0,-46837,0
09/15/2017,0,0,0,0,0,0,0,0,0,0,-170570
09/20/2017,0,0,0,0,0,-118305,0,0,0,0,0
10/02/2017,89255,128002,19532,-111109,165513,165929,0,0,0,-32317,55650
10/03/2017,-1995923,-1222340,-931551,64810,-385006,-511039,-84596,62769,-247177,-1375339,-383680
10/04/2017,-47200,-183750,-359230,-138400,-231800,-157518,0,140329,0,522300,-58954
10/05/2017,285644,33043,353720,62018,41685,76604,303092,0,0,35951,31261
10/06/2017,283395,0,-290412,-83890,131399,38690,-64187,0,146355,-280330,109295
10/10/2017,421337,-581234,676984,199001,-295778,-439986,-375491,-85561,-446611,-996235,-2495116
10/11/2017,-2592109,-1306525,619691,64856,-594221,-12096532,86431,-298738,199827,512297,1611999
10/12/2017,14364525,3403918,3046167,1614187,-1338224,7335718,2495700,-354446,-3124360,4105332,6794293
10/13/2017,-5811620,1736565,-335027,-63380,-1509093,2062336,1470567,-1078217,-733928,-4283156,-1486059
10/16/2017,-17967959,1174688,3097168,5779952,-7861314,-8215283,-39492633,-216953,-19354114,-22320586,3581315
10/17/2017,-1645769,5686679,-896284,-1607021,5526868,-1903570,210233,732262,-266849,-3105511,2667292
10/18/2017,-247724,10925408,1203608,6262872,1700277,1485005,-2711370,761352,2634046,3121622,4622407
10/19/2017,-1609330,-3153476,-6165331,-12017748,-2198463,5102953,9391755,12361112,-3528295,2840448,-4004400
10/20/2017,-3371515,-507732,-96767,-5789349,-287864,-8308838,207223,-222513,-168984,-791748,-15208274
10/23/2017,139368,-2674735,-1717727,8301330,3409238,2139927,-533597,2429706,-1625613,-3044798,6118196
10/24/2017,-3154344,-899448,-1238610,-1035200,-1781166,520251,1161575,806949,-148567,-1115131,3701472
10/25/2017,-3076006,459899,-2236409,-3521352,-3045748,971923,1669553,-236488,-543630,-2765110,-3639049
10/26/2017,1052796,1016582,405095,18833,-1619368,610302,-5589793,3219583,-626624,2022454,4925259
10/27/2017,906677,417437,-2433414,2765424,1687794,-2962721,-573298,-761992,-2089996,-4482523,-1507819
10/30/2017,7376499,12786916,-3885694,1614224,7060942,2908748,5146375,3326581,1657924,5317555,-1016830
10/31/2017,-9607413,-1884883,644932,1333858,2534575,893366,-588021,473103,-80786,-1683678,689266
11/01/2017,-15679061,-5843760,-4198355,-3771477,6335926,-2146760,7326683,4899305,1896618,-6613135,1097279
11/02/2017,2592641,11273214,-5649638,-5443048,-13023629,-9270376,3558694,-2605172,-662673,-8876119,-10608162
